pair_id,group,pitch,interval,rhythm,mode_infer,mode_ground,measures_infer,measures_ground,path_infer,path_ground
medium_hard_easy_G_01031,medium_hard_easy_G,medium,hard,easy,G,G,24,24,inference_wav/medium_hard_easy_G_24_20250829-031643_6.08_17220.wav,ground_wav/medium_hard_easy_G_24_20250902-112758_0.00_1736.wav
medium_hard_hard_Amin_01040,medium_hard_hard_Amin,medium,hard,hard,Amin,Amin,24,24,inference_wav/medium_hard_hard_Amin_24_20250829-023553_5.86_14280.wav,ground_wav/medium_hard_hard_Amin_24_20250902-112758_0.00_1762.wav
medium_hard_hard_Amin_01043,medium_hard_hard_Amin,medium,hard,hard,Amin,Amin,20,19,inference_wav/medium_hard_hard_Amin_20_20250829-021218_5.37_12564.wav,ground_wav/medium_hard_hard_Amin_19_20250902-112755_0.00_1426.wav
medium_hard_hard_C_01048,medium_hard_hard_C,medium,hard,hard,C,C,12,9,inference_wav/medium_hard_hard_C_12_20250829-020550_3.41_12101.wav,ground_wav/medium_hard_hard_C_9_20250902-112745_0.00_50.wav
medium_hard_hard_C_01054,medium_hard_hard_C,medium,hard,hard,C,C,12,8,inference_wav/medium_hard_hard_C_12_20250829-031241_3.49_16927.wav,ground_wav/medium_hard_hard_C_8_20250902-112800_0.00_2076.wav
medium_hard_hard_Dmin_01059,medium_hard_hard_Dmin,medium,hard,hard,Dmin,Dmin,12,8,inference_wav/medium_hard_hard_Dmin_12_20250829-021247_3.46_12599.wav,ground_wav/medium_hard_hard_Dmin_8_20250902-112805_0.00_2670.wav
medium_hard_hard_Emin_01061,medium_hard_hard_Emin,medium,hard,hard,Emin,Emin,16,16,inference_wav/medium_hard_hard_Emin_16_20250829-021127_4.05_12503.wav,ground_wav/medium_hard_hard_Emin_16_20250902-112756_0.00_1514.wav
medium_hard_hard_Emin_01064,medium_hard_hard_Emin,medium,hard,hard,Emin,Emin,20,19,inference_wav/medium_hard_hard_Emin_20_20250829-030658_5.01_16516.wav,ground_wav/medium_hard_hard_Emin_19_20250902-112745_0.00_23.wav
medium_hard_hard_Emin_01065,medium_hard_hard_Emin,medium,hard,hard,Emin,Emin,16,16,inference_wav/medium_hard_hard_Emin_16_20250829-022605_4.19_13568.wav,ground_wav/medium_hard_hard_Emin_16_20250902-112748_0.00_431.wav
medium_hard_hard_Emin_01068,medium_hard_hard_Emin,medium,hard,hard,Emin,Emin,16,14,inference_wav/medium_hard_hard_Emin_16_20250829-025429_4.04_15615.wav,ground_wav/medium_hard_hard_Emin_14_20250902-112749_0.00_570.wav
medium_hard_hard_F_01074,medium_hard_hard_F,medium,hard,hard,F,F,8,8,inference_wav/medium_hard_hard_F_8_20250829-030349_2.56_16294.wav,ground_wav/medium_hard_hard_F_8_20250902-112757_0.00_1655.wav
medium_hard_hard_F_01075,medium_hard_hard_F,medium,hard,hard,F,F,12,8,inference_wav/medium_hard_hard_F_12_20250829-021933_3.17_13087.wav,ground_wav/medium_hard_hard_F_8_20250902-112802_0.00_2265.wav
medium_hard_medium_Amin_01087,medium_hard_medium_Amin,medium,hard,medium,Amin,Amin,12,8,inference_wav/medium_hard_medium_Amin_12_20250829-020441_3.14_12017.wav,ground_wav/medium_hard_medium_Amin_8_20250902-112751_0.00_812.wav
medium_hard_medium_Amin_01089,medium_hard_medium_Amin,medium,hard,medium,Amin,Amin,20,17,inference_wav/medium_hard_medium_Amin_20_20250829-031720_4.97_17265.wav,ground_wav/medium_hard_medium_Amin_17_20250902-112754_0.00_1265.wav
medium_hard_medium_C_01093,medium_hard_medium_C,medium,hard,medium,C,C,12,8,inference_wav/medium_hard_medium_C_12_20250829-022800_3.03_13708.wav,ground_wav/medium_hard_medium_C_8_20250902-112804_0.00_2609.wav
medium_hard_medium_C_01094,medium_hard_medium_C,medium,hard,medium,C,C,12,16,inference_wav/medium_hard_medium_C_12_20250829-022315_3.04_13360.wav,ground_wav/medium_hard_medium_C_16_20250902-112759_0.00_1905.wav
medium_hard_medium_C_01095,medium_hard_medium_C,medium,hard,medium,C,C,28,25,inference_wav/medium_hard_medium_C_28_20250829-021541_6.74_12806.wav,ground_wav/medium_hard_medium_C_25_20250902-112746_0.00_105.wav
medium_hard_medium_C_01099,medium_hard_medium_C,medium,hard,medium,C,C,20,19,inference_wav/medium_hard_medium_C_20_20250829-021959_5.04_13121.wav,ground_wav/medium_hard_medium_C_19_20250902-112750_0.00_653.wav
medium_hard_medium_C_01100,medium_hard_medium_C,medium,hard,medium,C,C,16,16,inference_wav/medium_hard_medium_C_16_20250829-022701_3.89_13633.wav,ground_wav/medium_hard_medium_C_16_20250902-112749_0.00_532.wav
medium_hard_medium_C_01101,medium_hard_medium_C,medium,hard,medium,C,C,12,8,inference_wav/medium_hard_medium_C_12_20250829-020745_3.03_12239.wav,ground_wav/medium_hard_medium_C_8_20250902-112750_0.00_750.wav
medium_hard_medium_C_01105,medium_hard_medium_C,medium,hard,medium,C,C,20,19,inference_wav/medium_hard_medium_C_20_20250829-024438_5.00_14906.wav,ground_wav/medium_hard_medium_C_19_20250902-112805_0.00_2723.wav
medium_hard_medium_Dmin_01112,medium_hard_medium_Dmin,medium,hard,medium,Dmin,Dmin,24,24,inference_wav/medium_hard_medium_Dmin_24_20250829-020847_5.97_12313.wav,ground_wav/medium_hard_medium_Dmin_24_20250902-112753_0.00_1094.wav
medium_hard_medium_Dmin_01115,medium_hard_medium_Dmin,medium,hard,medium,Dmin,Dmin,16,16,inference_wav/medium_hard_medium_Dmin_16_20250829-025558_3.96_15722.wav,ground_wav/medium_hard_medium_Dmin_16_20250902-112755_0.00_1450.wav
medium_hard_medium_Dmin_01119,medium_hard_medium_Dmin,medium,hard,medium,Dmin,Dmin,16,16,inference_wav/medium_hard_medium_Dmin_16_20250829-021631_3.97_12865.wav,ground_wav/medium_hard_medium_Dmin_16_20250902-112751_0.00_781.wav
medium_hard_medium_Emin_01128,medium_hard_medium_Emin,medium,hard,medium,Emin,Emin,16,16,inference_wav/medium_hard_medium_Emin_16_20250829-021555_4.12_12826.wav,ground_wav/medium_hard_medium_Emin_16_20250902-112757_0.00_1671.wav
medium_hard_medium_F_01132,medium_hard_medium_F,medium,hard,medium,F,F,12,12,inference_wav/medium_hard_medium_F_12_20250829-023001_3.06_13857.wav,ground_wav/medium_hard_medium_F_12_20250902-112749_0.00_585.wav
medium_hard_medium_F_01134,medium_hard_medium_F,medium,hard,medium,F,F,8,8,inference_wav/medium_hard_medium_F_8_20250829-024715_2.29_15097.wav,ground_wav/medium_hard_medium_F_8_20250902-112759_0.00_1913.wav
medium_hard_medium_F_01139,medium_hard_medium_F,medium,hard,medium,F,F,8,8,inference_wav/medium_hard_medium_F_8_20250829-025159_2.27_15437.wav,ground_wav/medium_hard_medium_F_8_20250902-112804_0.00_2645.wav
medium_hard_medium_G_01153,medium_hard_medium_G,medium,hard,medium,G,G,16,16,inference_wav/medium_hard_medium_G_16_20250829-021422_3.97_12713.wav,ground_wav/medium_hard_medium_G_16_20250902-112758_0.00_1823.wav
medium_hard_medium_G_01155,medium_hard_medium_G,medium,hard,medium,G,G,20,16,inference_wav/medium_hard_medium_G_20_20250829-032130_5.10_17558.wav,ground_wav/medium_hard_medium_G_16_20250902-112749_0.00_616.wav
medium_medium_easy_Amin_01157,medium_medium_easy_Amin,medium,medium,easy,Amin,Amin,16,16,inference_wav/medium_medium_easy_Amin_16_20250829-024127_4.72_14669.wav,ground_wav/medium_medium_easy_Amin_16_20250902-112746_0.00_217.wav
medium_medium_easy_Amin_01159,medium_medium_easy_Amin,medium,medium,easy,Amin,Amin,20,20,inference_wav/medium_medium_easy_Amin_20_20250829-032035_5.08_17502.wav,ground_wav/medium_medium_easy_Amin_20_20250902-112749_0.00_623.wav
medium_medium_easy_Amin_01160,medium_medium_easy_Amin,medium,medium,easy,Amin,Amin,12,12,inference_wav/medium_medium_easy_Amin_12_20250829-032848_2.27_17989.wav,ground_wav/medium_medium_easy_Amin_12_20250902-112804_0.00_2606.wav
medium_medium_easy_C_01175,medium_medium_easy_C,medium,medium,easy,C,C,20,21,inference_wav/medium_medium_easy_C_20_20250829-032714_3.57_17930.wav,ground_wav/medium_medium_easy_C_21_20250902-112751_0.00_893.wav
medium_medium_easy_Dmin_01183,medium_medium_easy_Dmin,medium,medium,easy,Dmin,Dmin,20,18,inference_wav/medium_medium_easy_Dmin_20_20250829-020613_5.53_12124.wav,ground_wav/medium_medium_easy_Dmin_18_20250902-112752_0.00_924.wav
medium_medium_easy_Emin_01188,medium_medium_easy_Emin,medium,medium,easy,Emin,Emin,8,8,inference_wav/medium_medium_easy_Emin_8_20250829-023132_2.53_13962.wav,ground_wav/medium_medium_easy_Emin_8_20250902-112756_0.00_1486.wav
medium_medium_easy_Emin_01192,medium_medium_easy_Emin,medium,medium,easy,Emin,Emin,20,16,inference_wav/medium_medium_easy_Emin_20_20250829-032742_3.81_17952.wav,ground_wav/medium_medium_easy_Emin_16_20250902-112801_0.00_2150.wav
medium_medium_easy_F_01197,medium_medium_easy_F,medium,medium,easy,F,F,12,12,inference_wav/medium_medium_easy_F_12_20250829-024721_3.34_15107.wav,ground_wav/medium_medium_easy_F_12_20250902-112753_0.00_1060.wav
medium_medium_easy_F_01205,medium_medium_easy_F,medium,medium,easy,F,F,8,8,inference_wav/medium_medium_easy_F_8_20250829-031201_2.42_16874.wav,ground_wav/medium_medium_easy_F_8_20250902-112750_0.00_639.wav
medium_medium_easy_G_01226,medium_medium_easy_G,medium,medium,easy,G,G,16,16,inference_wav/medium_medium_easy_G_16_20250829-022328_4.40_13376.wav,ground_wav/medium_medium_easy_G_16_20250902-112803_0.00_2472.wav
medium_medium_easy_G_01227,medium_medium_easy_G,medium,medium,easy,G,G,20,17,inference_wav/medium_medium_easy_G_20_20250829-024850_5.42_15214.wav,ground_wav/medium_medium_easy_G_17_20250902-112759_0.00_1933.wav
medium_medium_easy_G_01232,medium_medium_easy_G,medium,medium,easy,G,G,20,16,inference_wav/medium_medium_easy_G_20_20250829-023850_5.56_14482.wav,ground_wav/medium_medium_easy_G_16_20250902-112748_0.00_433.wav
medium_medium_hard_Amin_01233,medium_medium_hard_Amin,medium,medium,hard,Amin,Amin,8,8,inference_wav/medium_medium_hard_Amin_8_20250829-025537_2.41_15696.wav,ground_wav/medium_medium_hard_Amin_8_20250902-112805_0.00_2689.wav
medium_medium_hard_Amin_01236,medium_medium_hard_Amin,medium,medium,hard,Amin,Amin,8,7,inference_wav/medium_medium_hard_Amin_8_20250829-024303_2.61_14787.wav,ground_wav/medium_medium_hard_Amin_7_20250902-112752_0.00_914.wav
medium_medium_hard_C_01241,medium_medium_hard_C,medium,medium,hard,C,C,12,12,inference_wav/medium_medium_hard_C_12_20250829-024254_3.04_14774.wav,ground_wav/medium_medium_hard_C_12_20250902-112750_0.00_664.wav
medium_medium_hard_C_01242,medium_medium_hard_C,medium,medium,hard,C,C,12,13,inference_wav/medium_medium_hard_C_12_20250829-032140_3.08_17572.wav,ground_wav/medium_medium_hard_C_13_20250902-112805_0.00_2725.wav
medium_medium_hard_C_01247,medium_medium_hard_C,medium,medium,hard,C,C,20,16,inference_wav/medium_medium_hard_C_20_20250829-024251_5.04_14770.wav,ground_wav/medium_medium_hard_C_16_20250902-112754_0.00_1269.wav
medium_medium_hard_Dmin_01250,medium_medium_hard_Dmin,medium,medium,hard,Dmin,Dmin,8,8,inference_wav/medium_medium_hard_Dmin_8_20250829-030847_2.40_16646.wav,ground_wav/medium_medium_hard_Dmin_8_20250902-112800_0.00_2075.wav
medium_medium_hard_Dmin_01253,medium_medium_hard_Dmin,medium,medium,hard,Dmin,Dmin,12,10,inference_wav/medium_medium_hard_Dmin_12_20250829-024406_3.17_14862.wav,ground_wav/medium_medium_hard_Dmin_10_20250902-112805_0.00_2715.wav
medium_medium_hard_F_01262,medium_medium_hard_F,medium,medium,hard,F,F,20,18,inference_wav/medium_medium_hard_F_20_20250829-022425_5.00_13446.wav,ground_wav/medium_medium_hard_F_18_20250902-112750_0.00_658.wav
medium_medium_hard_G_01268,medium_medium_hard_G,medium,medium,hard,G,G,8,8,inference_wav/medium_medium_hard_G_8_20250829-031851_2.42_17376.wav,ground_wav/medium_medium_hard_G_8_20250902-112751_0.00_822.wav
medium_medium_medium_Amin_01271,medium_medium_medium_Amin,medium,medium,medium,Amin,Amin,24,23,inference_wav/medium_medium_medium_Amin_24_20250829-021813_6.22_12992.wav,ground_wav/medium_medium_medium_Amin_23_20250902-112752_0.00_939.wav
medium_medium_medium_Amin_01272,medium_medium_medium_Amin,medium,medium,medium,Amin,Amin,24,22,inference_wav/medium_medium_medium_Amin_24_20250829-023142_6.08_13973.wav,ground_wav/medium_medium_medium_Amin_22_20250902-112753_0.00_1071.wav
medium_medium_medium_C_01282,medium_medium_medium_C,medium,medium,medium,C,C,16,16,inference_wav/medium_medium_medium_C_16_20250829-031943_4.18_17439.wav,ground_wav/medium_medium_medium_C_16_20250902-112748_0.00_478.wav
medium_medium_medium_C_01283,medium_medium_medium_C,medium,medium,medium,C,C,20,17,inference_wav/medium_medium_medium_C_20_20250829-032344_5.10_17721.wav,ground_wav/medium_medium_medium_C_17_20250902-112751_0.00_874.wav
medium_medium_medium_Dmin_01289,medium_medium_medium_Dmin,medium,medium,medium,Dmin,Dmin,24,20,inference_wav/medium_medium_medium_Dmin_24_20250829-020605_5.93_12116.wav,ground_wav/medium_medium_medium_Dmin_20_20250902-112759_0.00_1886.wav
medium_medium_medium_Dmin_01290,medium_medium_medium_Dmin,medium,medium,medium,Dmin,Dmin,12,12,inference_wav/medium_medium_medium_Dmin_12_20250829-021917_3.54_13069.wav,ground_wav/medium_medium_medium_Dmin_12_20250902-112748_0.00_396.wav
medium_medium_medium_Dmin_01297,medium_medium_medium_Dmin,medium,medium,medium,Dmin,Dmin,8,8,inference_wav/medium_medium_medium_Dmin_8_20250829-022526_2.45_13522.wav,ground_wav/medium_medium_medium_Dmin_8_20250902-112753_0.00_1102.wav
medium_medium_medium_Emin_01303,medium_medium_medium_Emin,medium,medium,medium,Emin,Emin,16,16,inference_wav/medium_medium_medium_Emin_16_20250829-031909_4.08_17399.wav,ground_wav/medium_medium_medium_Emin_16_20250902-112800_0.00_2012.wav
medium_medium_medium_F_01315,medium_medium_medium_F,medium,medium,medium,F,F,8,8,inference_wav/medium_medium_medium_F_8_20250829-021807_2.36_12986.wav,ground_wav/medium_medium_medium_F_8_20250902-112753_0.00_1085.wav
medium_medium_medium_F_01316,medium_medium_medium_F,medium,medium,medium,F,F,8,8,inference_wav/medium_medium_medium_F_8_20250829-030837_2.25_16634.wav,ground_wav/medium_medium_medium_F_8_20250902-112755_0.00_1399.wav
medium_medium_medium_F_01319,medium_medium_medium_F,medium,medium,medium,F,F,16,16,inference_wav/medium_medium_medium_F_16_20250829-025801_4.08_15872.wav,ground_wav/medium_medium_medium_F_16_20250902-112750_0.00_701.wav
medium_medium_medium_F_01323,medium_medium_medium_F,medium,medium,medium,F,F,16,16,inference_wav/medium_medium_medium_F_16_20250829-031947_4.03_17444.wav,ground_wav/medium_medium_medium_F_16_20250902-112751_0.00_762.wav
medium_medium_medium_F_01325,medium_medium_medium_F,medium,medium,medium,F,F,12,12,inference_wav/medium_medium_medium_F_12_20250829-022320_3.21_13368.wav,ground_wav/medium_medium_medium_F_12_20250902-112757_0.00_1670.wav
medium_medium_medium_F_01328,medium_medium_medium_F,medium,medium,medium,F,F,16,16,inference_wav/medium_medium_medium_F_16_20250829-025242_4.08_15486.wav,ground_wav/medium_medium_medium_F_16_20250902-112802_0.00_2387.wav
medium_medium_medium_F_01329,medium_medium_medium_F,medium,medium,medium,F,F,12,12,inference_wav/medium_medium_medium_F_12_20250829-031642_3.32_17218.wav,ground_wav/medium_medium_medium_F_12_20250902-112748_0.00_417.wav
medium_medium_medium_G_01330,medium_medium_medium_G,medium,medium,medium,G,G,12,11,inference_wav/medium_medium_medium_G_12_20250829-024557_3.11_15007.wav,ground_wav/medium_medium_medium_G_11_20250902-112757_0.00_1613.wav
medium_medium_medium_G_01334,medium_medium_medium_G,medium,medium,medium,G,G,20,22,inference_wav/medium_medium_medium_G_20_20250829-022057_4.87_13193.wav,ground_wav/medium_medium_medium_G_22_20250902-112759_0.00_1902.wav
medium_medium_medium_G_01335,medium_medium_medium_G,medium,medium,medium,G,G,32,36,inference_wav/medium_medium_medium_G_32_20250829-025118_7.70_15388.wav,ground_wav/medium_medium_medium_G_36_20250902-112753_0.00_1180.wav
